Size,Ver1 min,Ver1 mean,Ver1 max,Ver1½ min,Ver1½ mean,Ver1½ max,Ver2-GP min,Ver2-GP mean,Ver2-GP max,Ver2½-GP min,Ver2½-GP mean,Ver2½-GP max,Ver2½-GPX min,Ver2½-GPX mean,Ver2½-GPX max,Ver3½-GP min,Ver3½-GP mean,Ver3½-GP max,Ver3½-GPX min,Ver3½-GPX mean,Ver3½-GPX max
2000,0.035008799997740425,0.0353404599998612,0.03615659999923082,0.027817599999252707,0.028053479999653064,0.028633299996727146,0.022303699995973147,0.022338980001222808,0.02242060000571655,0.022020900003553834,0.02229893999901833,0.02291770000010729,0.023595700004079845,0.02366510000138078,0.023803600000974257,0.024558800003433134,0.024644919999991542,0.02471479999803705,0.02776589999848511,0.027860260001034476,0.02793550000205869
2050,0.040333400000236,0.04081376000103774,0.04183750000083819,0.032076899995445274,0.03221863999788184,0.032437199995911215,0.025105599997914396,0.0252753999986453,0.025340100000903476,0.025018300002557226,0.02510076000180561,0.025347200004034676,0.026658499999030028,0.026712679999764077,0.026760499997180887,0.02746100000513252,0.02752013999852352,0.027602599999227095,0.03089429999818094,0.031184800002665724,0.03185510000184877
2100,0.04726189999928465,0.04746730000042589,0.04780889999528881,0.03750600000057602,0.03770434000180103,0.03809029999683844,0.028873600000224542,0.028964680001081433,0.02912760000617709,0.028681200004939456,0.028835860000981484,0.029260399998747744,0.030317700002342463,0.030618120002327488,0.03125900000304682,0.031282100004318636,0.031347459999960844,0.0314622000005329,0.03506740000011632,0.035260720002406744,0.035444200002530124
2150,0.05503129999851808,0.05544169999920996,0.05614149999746587,0.04355070000019623,0.04392797999898903,0.044853599996713456,0.032676399998308625,0.033067579999624286,0.034299899998586625,0.03245520000200486,0.032548819997464305,0.03264330000092741,0.03431270000146469,0.03435458000021754,0.03438780000578845,0.03469430000404827,0.03487036000296939,0.03516460000537336,0.03881480000563897,0.03905958000104874,0.039787299996532965
2200,0.06698150000011083,0.06732090000004973,0.06776330000138842,0.05301470000267727,0.05316620000230614,0.05362060000334168,0.037502700004552025,0.037598460000299386,0.03783870000188472,0.037290399995981716,0.03743343999813078,0.037871399996220134,0.03909440000279574,0.03925143999804277,0.039405299998179544,0.03989539999747649,0.039998240002023525,0.040055700002994854,0.04420820000086678,0.04469622000033269,0.046157100005075336
2250,0.08119100000476465,0.08140900000144029,0.08170110000355635,0.06399460000102408,0.06440781999845058,0.06539129999873694,0.042564600000332575,0.042656599999463654,0.04276730000128737,0.0423681000029319,0.04274418000131845,0.043539100006455556,0.04382959999929881,0.04399287999985972,0.04408629999670666,0.045173200000135694,0.045318820000102275,0.04541840000456432,0.049910200003068894,0.05006976000149734,0.05035409999982221
2300,0.09607659999892348,0.0961717199999839,0.09632869999768445,0.07537229999434203,0.07556993999751285,0.07581219999701716,0.04900380000617588,0.04915620000101626,0.04935059999843361,0.048852799998712726,0.049261159999878144,0.0502520000009099,0.05040569999982836,0.05052288000006229,0.05076749999716412,0.05214640000485815,0.052379440001095644,0.05314479999651667,0.05709730000671698,0.05724942000233568,0.05739080000057584
2350,0.11551299999700859,0.1159103199999663,0.1165573999969638,0.0902286999989883,0.09044334000063828,0.09077539999998407,0.057026299997232854,0.057215560000622646,0.05734450000454672,0.05682399999932386,0.05708149999700254,0.057401399993977975,0.05819330000667833,0.058304980004322715,0.058489300005021505,0.05972699999983888,0.05984675999789033,0.060069599996495526,0.0654872000013711,0.0663492599996971,0.06699629999639001
2400,0.14127000000007683,0.14235391999973218,0.14427359999535838,0.11103219999495195,0.112253399999463,0.11631109999871114,0.06745179999415996,0.06828461999830324,0.0690764000028139,0.06719739999971353,0.0673901999994996,0.06779679999453947,0.06763430000137305,0.06784417999879225,0.06809109999448992,0.06990800000494346,0.0703925399997388,0.07123969999520341,0.0753130999946734,0.07550707999907899,0.07574870000098599
2450,0.16827659999398747,0.16858745999779784,0.16899929999635788,0.13119909999659285,0.13143719999934547,0.13159879999875557,0.07711009999911766,0.07764728000038304,0.07891400000517024,0.07701649999944493,0.07724893999984488,0.07773440000164555,0.07768240000586957,0.07789212000061525,0.0784977999937837,0.07947299999796087,0.07969404000032228,0.07991210000182036,0.08569490000081714,0.08607009999977891,0.08681929999875138
