Size,Ver1@Hash min,Ver1@Hash mean,Ver1@Hash max,Ver1½@Hash min,Ver1½@Hash mean,Ver1½@Hash max,Ver2-GP@Hash min,Ver2-GP@Hash mean,Ver2-GP@Hash max,Ver2½@Hash min,Ver2½@Hash mean,Ver2½@Hash max,Ver2½-GP@Hash min,Ver2½-GP@Hash mean,Ver2½-GP@Hash max,Ver2½-GPX@Hash min,Ver2½-GPX@Hash mean,Ver2½-GPX@Hash max,Ver2½-RP@Hash min,Ver2½-RP@Hash mean,Ver2½-RP@Hash max,Ver3½-GP@Hash min,Ver3½-GP@Hash mean,Ver3½-GP@Hash max,Ver3½-GPX@Hash min,Ver3½-GPX@Hash mean,Ver3½-GPX@Hash max,Ver3½=GP1@Hash min,Ver3½=GP1@Hash mean,Ver3½=GP1@Hash max,Ver3½=GP2@Hash min,Ver3½=GP2@Hash mean,Ver3½=GP2@Hash max,Ver3½=GP3@Hash min,Ver3½=GP3@Hash mean,Ver3½=GP3@Hash max,Ver3½=GP4@Hash min,Ver3½=GP4@Hash mean,Ver3½=GP4@Hash max,Ver3½=GP5@Hash min,Ver3½=GP5@Hash mean,Ver3½=GP5@Hash max,Ver3½=GP6@Hash min,Ver3½=GP6@Hash mean,Ver3½=GP6@Hash max,Ver3½=GP8@Hash min,Ver3½=GP8@Hash mean,Ver3½=GP8@Hash max,Ver3½=GP24@Hash min,Ver3½=GP24@Hash mean,Ver3½=GP24@Hash max,Ver3½=GP72@Hash min,Ver3½=GP72@Hash mean,Ver3½=GP72@Hash max,Ver1@hashbrown min,Ver1@hashbrown mean,Ver1@hashbrown max,Ver1½@hashbrown min,Ver1½@hashbrown mean,Ver1½@hashbrown max,Ver2-GP@hashbrown min,Ver2-GP@hashbrown mean,Ver2-GP@hashbrown max,Ver2½@hashbrown min,Ver2½@hashbrown mean,Ver2½@hashbrown max,Ver2½-GP@hashbrown min,Ver2½-GP@hashbrown mean,Ver2½-GP@hashbrown max,Ver2½-GPX@hashbrown min,Ver2½-GPX@hashbrown mean,Ver2½-GPX@hashbrown max,Ver2½-RP@hashbrown min,Ver2½-RP@hashbrown mean,Ver2½-RP@hashbrown max,Ver3½-GP@hashbrown min,Ver3½-GP@hashbrown mean,Ver3½-GP@hashbrown max,Ver3½-GPX@hashbrown min,Ver3½-GPX@hashbrown mean,Ver3½-GPX@hashbrown max,Ver3½=GP1@hashbrown min,Ver3½=GP1@hashbrown mean,Ver3½=GP1@hashbrown max,Ver3½=GP2@hashbrown min,Ver3½=GP2@hashbrown mean,Ver3½=GP2@hashbrown max,Ver3½=GP3@hashbrown min,Ver3½=GP3@hashbrown mean,Ver3½=GP3@hashbrown max,Ver3½=GP4@hashbrown min,Ver3½=GP4@hashbrown mean,Ver3½=GP4@hashbrown max,Ver3½=GP5@hashbrown min,Ver3½=GP5@hashbrown mean,Ver3½=GP5@hashbrown max,Ver3½=GP6@hashbrown min,Ver3½=GP6@hashbrown mean,Ver3½=GP6@hashbrown max,Ver3½=GP8@hashbrown min,Ver3½=GP8@hashbrown mean,Ver3½=GP8@hashbrown max,Ver3½=GP24@hashbrown min,Ver3½=GP24@hashbrown mean,Ver3½=GP24@hashbrown max,Ver3½=GP72@hashbrown min,Ver3½=GP72@hashbrown mean,Ver3½=GP72@hashbrown max,Ver1@fnv min,Ver1@fnv mean,Ver1@fnv max,Ver1½@fnv min,Ver1½@fnv mean,Ver1½@fnv max,Ver2-GP@fnv min,Ver2-GP@fnv mean,Ver2-GP@fnv max,Ver2½@fnv min,Ver2½@fnv mean,Ver2½@fnv max,Ver2½-GP@fnv min,Ver2½-GP@fnv mean,Ver2½-GP@fnv max,Ver2½-GPX@fnv min,Ver2½-GPX@fnv mean,Ver2½-GPX@fnv max,Ver2½-RP@fnv min,Ver2½-RP@fnv mean,Ver2½-RP@fnv max,Ver3½-GP@fnv min,Ver3½-GP@fnv mean,Ver3½-GP@fnv max,Ver3½-GPX@fnv min,Ver3½-GPX@fnv mean,Ver3½-GPX@fnv max,Ver3½=GP1@fnv min,Ver3½=GP1@fnv mean,Ver3½=GP1@fnv max,Ver3½=GP2@fnv min,Ver3½=GP2@fnv mean,Ver3½=GP2@fnv max,Ver3½=GP3@fnv min,Ver3½=GP3@fnv mean,Ver3½=GP3@fnv max,Ver3½=GP4@fnv min,Ver3½=GP4@fnv mean,Ver3½=GP4@fnv max,Ver3½=GP5@fnv min,Ver3½=GP5@fnv mean,Ver3½=GP5@fnv max,Ver3½=GP6@fnv min,Ver3½=GP6@fnv mean,Ver3½=GP6@fnv max,Ver3½=GP8@fnv min,Ver3½=GP8@fnv mean,Ver3½=GP8@fnv max,Ver3½=GP24@fnv min,Ver3½=GP24@fnv mean,Ver3½=GP24@fnv max,Ver3½=GP72@fnv min,Ver3½=GP72@fnv mean,Ver3½=GP72@fnv max,Ver1@BTree min,Ver1@BTree mean,Ver1@BTree max,Ver1½@BTree min,Ver1½@BTree mean,Ver1½@BTree max,Ver2-GP@BTree min,Ver2-GP@BTree mean,Ver2-GP@BTree max,Ver2½@BTree min,Ver2½@BTree mean,Ver2½@BTree max,Ver2½-GP@BTree min,Ver2½-GP@BTree mean,Ver2½-GP@BTree max,Ver2½-GPX@BTree min,Ver2½-GPX@BTree mean,Ver2½-GPX@BTree max,Ver2½-RP@BTree min,Ver2½-RP@BTree mean,Ver2½-RP@BTree max,Ver3½-GP@BTree min,Ver3½-GP@BTree mean,Ver3½-GP@BTree max,Ver3½-GPX@BTree min,Ver3½-GPX@BTree mean,Ver3½-GPX@BTree max,Ver3½=GP1@BTree min,Ver3½=GP1@BTree mean,Ver3½=GP1@BTree max,Ver3½=GP2@BTree min,Ver3½=GP2@BTree mean,Ver3½=GP2@BTree max,Ver3½=GP3@BTree min,Ver3½=GP3@BTree mean,Ver3½=GP3@BTree max,Ver3½=GP4@BTree min,Ver3½=GP4@BTree mean,Ver3½=GP4@BTree max,Ver3½=GP5@BTree min,Ver3½=GP5@BTree mean,Ver3½=GP5@BTree max,Ver3½=GP6@BTree min,Ver3½=GP6@BTree mean,Ver3½=GP6@BTree max,Ver3½=GP8@BTree min,Ver3½=GP8@BTree mean,Ver3½=GP8@BTree max,Ver3½=GP24@BTree min,Ver3½=GP24@BTree mean,Ver3½=GP24@BTree max,Ver3½=GP72@BTree min,Ver3½=GP72@BTree mean,Ver3½=GP72@BTree max,Ver1@ord_vec min,Ver1@ord_vec mean,Ver1@ord_vec max,Ver1½@ord_vec min,Ver1½@ord_vec mean,Ver1½@ord_vec max,Ver2-GP@ord_vec min,Ver2-GP@ord_vec mean,Ver2-GP@ord_vec max,Ver2½@ord_vec min,Ver2½@ord_vec mean,Ver2½@ord_vec max,Ver2½-GP@ord_vec min,Ver2½-GP@ord_vec mean,Ver2½-GP@ord_vec max,Ver2½-GPX@ord_vec min,Ver2½-GPX@ord_vec mean,Ver2½-GPX@ord_vec max,Ver2½-RP@ord_vec min,Ver2½-RP@ord_vec mean,Ver2½-RP@ord_vec max,Ver3½-GP@ord_vec min,Ver3½-GP@ord_vec mean,Ver3½-GP@ord_vec max,Ver3½-GPX@ord_vec min,Ver3½-GPX@ord_vec mean,Ver3½-GPX@ord_vec max,Ver3½=GP1@ord_vec min,Ver3½=GP1@ord_vec mean,Ver3½=GP1@ord_vec max,Ver3½=GP2@ord_vec min,Ver3½=GP2@ord_vec mean,Ver3½=GP2@ord_vec max,Ver3½=GP3@ord_vec min,Ver3½=GP3@ord_vec mean,Ver3½=GP3@ord_vec max,Ver3½=GP4@ord_vec min,Ver3½=GP4@ord_vec mean,Ver3½=GP4@ord_vec max,Ver3½=GP5@ord_vec min,Ver3½=GP5@ord_vec mean,Ver3½=GP5@ord_vec max,Ver3½=GP6@ord_vec min,Ver3½=GP6@ord_vec mean,Ver3½=GP6@ord_vec max,Ver3½=GP8@ord_vec min,Ver3½=GP8@ord_vec mean,Ver3½=GP8@ord_vec max,Ver3½=GP24@ord_vec min,Ver3½=GP24@ord_vec mean,Ver3½=GP24@ord_vec max,Ver3½=GP72@ord_vec min,Ver3½=GP72@ord_vec mean,Ver3½=GP72@ord_vec max
2500,0.1174864,0.12212622165679932,0.1378897,0.076246895,0.07775525897741317,0.0823413,0.0337242,0.03440127968788147,0.0352198,0.0351896,0.03601181954145431,0.0369731,0.0334348,0.03459718003869057,0.037072,0.0329943,0.03354734033346176,0.0349229,0.0385933,0.04092776030302048,0.0445462,0.0341518,0.034430040419101714,0.034958,0.0356883,0.03627398014068604,0.0373001,0.0343434,0.03444293960928917,0.0346547,0.0175658,0.01779574006795883,0.0182734,0.0121962,0.01257523987442255,0.0128941,0.0102909,0.010452880151569843,0.0106521,0.0078822,0.008012859895825387,0.0082313,0.0067652,0.007014159951359034,0.0072559,0.0068745,0.007127919979393482,0.0073929,0.0079534,0.008352459967136383,0.0086648,0.0112415,0.01203176025301218,0.0128619,,,,0.0575138,0.057967939972877504,0.0586164,,,,,,,0.0239396,0.02408612035214901,0.024343,,,,,,,0.0241423,0.0243901401758194,0.0246366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0654935,0.06559599936008453,0.0657515,,,,,,,0.0304366,0.030531759560108184,0.030642,,,,,,,0.030184,0.030341760069131852,0.0307728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10964911,0.10999248027801514,0.11047769,,,,,,,0.0549225,0.055026179552078246,0.0551732,,,,,,,0.0559235,0.05647829994559288,0.0577581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0492971,0.04937639981508255,0.0494878,,,,,,,0.0206737,0.020708579942584036,0.0207711,,,,,,,0.0206982,0.020802120119333266,0.0209877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,0.14422889,0.15043517649173738,0.170258,0.0916092,0.09406755864620209,0.0986754,0.0384584,0.03938946053385735,0.0399793,0.0411275,0.042545880377292636,0.0443503,0.0388525,0.03945740014314651,0.0413422,0.0372934,0.03800709992647171,0.0396462,0.0440585,0.04913788065314293,0.0544242,0.0388823,0.039613500237464905,0.0405757,0.0406944,0.04138241931796074,0.0424142,0.0394143,0.04033972024917602,0.0428412,0.0203066,0.020850060135126115,0.0215436,0.0140326,0.014435840025544166,0.0149172,0.0112366,0.011550259962677955,0.0119158,0.0090337,0.00924702025949955,0.0097679,0.0074714,0.00803121980279684,0.0090999,0.0077552,0.008925720024853945,0.0117964,0.0088048,0.009209500066936016,0.0100346,0.0115301,0.012546060048043728,0.0134275,,,,0.0704901,0.07137710005044937,0.0724497,,,,,,,0.0271168,0.027433980256319046,0.028067,,,,,,,0.0274008,0.027460119873285293,0.0274955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0800533,0.08060608059167862,0.0815903,,,,,,,0.0346848,0.0349961593747139,0.0355418,,,,,,,0.0341182,0.03436810001730919,0.035011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1337841,0.13444378077983857,0.1360669,,,,,,,0.0633909,0.06377272158861161,0.0647055,,,,,,,0.064245,0.06431213915348052,0.0643685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067675695,0.06810899972915649,0.0695482,,,,,,,0.0279561,0.028024479746818542,0.0280983,,,,,,,0.0236805,0.023772940039634705,0.0239482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,0.17774169,0.17930841743946074,0.18084739,0.1136674,0.1146432802081108,0.1150126,0.0475445,0.04815468043088913,0.0483977,0.0489869,0.04996978044509888,0.0506953,0.0474375,0.047614820301532745,0.0479975,0.045785,0.046145839244127275,0.0470479,0.0507683,0.05505751967430115,0.0570646,0.0468803,0.04723965972661972,0.0474976,0.0488108,0.04903135970234871,0.0492852,0.0476838,0.04793332070112229,0.0483038,0.0248338,0.025246579945087434,0.0255755,0.0168106,0.017245779931545257,0.0182392,0.0134658,0.014004919864237308,0.0147124,0.0106646,0.011000400222837926,0.0115865,0.0091135,0.009397219866514206,0.0099242,0.0092919,0.009857059828937054,0.0103432,0.0101241,0.010502739995718002,0.0110609,0.013043,0.01357240006327629,0.0138251,,,,0.085294895,0.08580245822668076,0.0864894,,,,,,,0.0322756,0.03253835961222649,0.0327499,,,,,,,0.0327002,0.03275835961103439,0.0328478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09661929,0.09805279672145843,0.0993155,,,,,,,0.0407245,0.040877660363912584,0.0409422,,,,,,,0.0397687,0.04023735970258713,0.0411801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16147059,0.16198099851608277,0.1633252,,,,,,,0.0747514,0.07511072158813477,0.075898305,,,,,,,0.0757913,0.07596595883369446,0.076273695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0720536,0.07212543785572052,0.072230496,,,,,,,0.0275377,0.02763133980333805,0.0278066,,,,,,,0.0276057,0.027759259939193724,0.0279218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,0.2135568,0.21751251220703124,0.23082659,0.1347063,0.13724571764469146,0.144776,0.0514728,0.052788279950618744,0.0563335,0.0568737,0.05922486037015915,0.0659881,0.0517645,0.053223219513893125,0.0577008,0.0491325,0.0503683403134346,0.0541341,0.0611457,0.06524874046444892,0.0744727,0.0508192,0.05103543996810913,0.0511894,0.0524129,0.052650760114192965,0.0532027,0.0511822,0.051410519331693647,0.0517344,0.0262322,0.026840099692344667,0.0275764,0.0182188,0.01866380013525486,0.0192119,0.0145643,0.01492490004748106,0.0151938,0.0115182,0.011661719903349877,0.0117793,0.0097364,0.00993931982666254,0.0100636,0.0098744,0.01038287989795208,0.0106055,0.0105243,0.011271180026233197,0.0118649,0.0136673,0.013972600176930427,0.0143549,,,,0.1049164,0.10573677867650985,0.1062457,,,,,,,0.037441,0.037834540009498596,0.0386509,,,,,,,0.0374809,0.037923439592123034,0.0387817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1188256,0.11935490071773529,0.1204974,,,,,,,0.0469983,0.04739852026104927,0.0480357,,,,,,,0.0455859,0.0458066999912262,0.046049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1990493,0.19995651841163636,0.20132941,,,,,,,0.0868829,0.08716488033533096,0.0875483,,,,,,,0.0874167,0.08764560073614121,0.0877538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0882333,0.08853883892297745,0.0888737,,,,,,,0.0317645,0.03186030015349388,0.0319679,,,,,,,0.0318149,0.032094120234251025,0.0326097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,0.253665,0.2549950182437897,0.2572504,0.160946,0.16193695962429047,0.16251071,0.0601575,0.060461240261793135,0.0609237,0.066583,0.06702828109264374,0.06796,0.0598947,0.06023368015885353,0.0604808,0.0568819,0.05730507969856262,0.0577164,0.0706712,0.07282007783651352,0.075317696,0.0594226,0.060321640223264694,0.0607818,0.06076,0.06166547983884811,0.0621349,0.0593319,0.05961012020707131,0.0598811,0.0303789,0.03121899962425232,0.0318239,0.0204753,0.02151215970516205,0.0228715,0.0170066,0.017435939610004426,0.0184347,0.0132783,0.013611659966409206,0.014263,0.0114614,0.011526440270245075,0.0116079,0.0116318,0.012106800079345703,0.0127934,0.0119996,0.01251813992857933,0.0131313,0.015429,0.015928939916193485,0.0166346,,,,0.125588,0.12584371864795685,0.1263791,,,,,,,0.0433222,0.04353896006941795,0.0439613,,,,,,,0.043209,0.044216039776802066,0.0447502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13912259,0.1394004374742508,0.13966289,,,,,,,0.0538301,0.05428389981389046,0.0550518,,,,,,,0.0537612,0.05392685979604721,0.0541827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23665209,0.2372271955013275,0.2377339,,,,,,,0.1015823,0.10197874158620834,0.10319991,,,,,,,0.1026939,0.10309693962335587,0.1039727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1047824,0.1050961196422577,0.1062612,,,,,,,0.036925,0.03710210025310516,0.0373574,,,,,,,0.0375839,0.0376867800951004,0.0377959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,0.3242778,0.3260043799877167,0.3289195,0.20390221,0.20557130575180055,0.2073213,0.07258151,0.07319449931383133,0.073984094,0.0820636,0.0834486186504364,0.08408009,0.0719204,0.0723420426249504,0.0729548,0.0679519,0.06855922043323517,0.069256,0.0881522,0.0908888578414917,0.093426,0.0731613,0.07369337975978851,0.0744467,0.0735834,0.07401005923748016,0.074213,0.071922,0.0726478010416031,0.0744979,0.0368743,0.038219960778951644,0.0406673,0.025144,0.02560361959040165,0.0259401,0.0199429,0.020346199721097948,0.0206993,0.015819,0.01609305962920189,0.016266,0.0131021,0.01353169996291399,0.0137555,0.0142575,0.014649639837443829,0.0149184,0.014206,0.014475199952721595,0.0148792,0.0170473,0.01767585948109627,0.018211,,,,0.15740941,0.15784417986869811,0.1585021,,,,,,,0.0508322,0.05088232010602951,0.0509653,,,,,,,0.051386,0.05170777961611748,0.0518913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1865443,0.1878560245037079,0.1898075,,,,,,,0.0667369,0.06686439961194993,0.0670254,,,,,,,0.0643381,0.06441330015659333,0.0645332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29876837,0.29930110573768615,0.2997611,,,,,,,0.1217436,0.12248045653104782,0.122969694,,,,,,,0.1199409,0.12015165835618973,0.12042689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1316559,0.1322602391242981,0.1334417,,,,,,,0.0443121,0.044396300613880155,0.0445037,,,,,,,0.0439419,0.04403606057167053,0.0442719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,0.3999485,0.40183613300323484,0.40401638,0.2518848,0.25307809710502627,0.2539983,0.079276,0.08097179979085922,0.0820734,0.0937232,0.09473744034767151,0.0963242,0.081415296,0.08230256140232087,0.083152,0.0751682,0.07543876022100449,0.0757872,0.098709,0.10366930067539215,0.1083722,0.0835464,0.08387806117534638,0.084089905,0.0827261,0.0830141007900238,0.083267905,0.080216,0.08199793696403504,0.0877096,0.0412482,0.042359039187431335,0.0433979,0.027913,0.028539060428738595,0.0291313,0.0223933,0.022749439999461173,0.0234069,0.0177314,0.01798406019806862,0.0187145,0.0150009,0.015319879911839963,0.0160682,0.0146776,0.016236579976975918,0.0168806,0.0163906,0.017001599445939063,0.0180797,0.0182653,0.018984720483422278,0.0196477,,,,0.194768,0.1960297018289566,0.1969191,,,,,,,0.0585873,0.05903104022145271,0.0594771,,,,,,,0.0612999,0.06192920058965683,0.0629349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22034271,0.22131657898426055,0.22269379,,,,,,,0.0727382,0.0729585587978363,0.07317,,,,,,,0.0738092,0.07398543804883957,0.074252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3758557,0.37681983709335326,0.3773681,,,,,,,0.1418154,0.14205163717269897,0.1422404,,,,,,,0.1413984,0.14190117716789247,0.14243299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16504861,0.1657440185546875,0.1662575,,,,,,,0.0514819,0.051647599786520004,0.0518421,,,,,,,0.0520235,0.05212799981236458,0.0522172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,0.53908515,0.5408477663993836,0.5420695,0.3358186,0.3363714873790741,0.3377751,0.096893296,0.09781437814235687,0.09834,0.1157011,0.11836686134338378,0.12306,0.0958709,0.09693705886602402,0.0988372,0.0882613,0.08920466005802155,0.0900472,0.1308594,0.13317450284957885,0.13469431,0.0948536,0.09542628079652786,0.0964861,0.094246894,0.09439716041088105,0.094738305,0.0958399,0.0982695996761322,0.1035588,0.0486294,0.04914421960711479,0.0497485,0.0331278,0.03384679928421974,0.0346554,0.0261829,0.026807279512286186,0.0272935,0.0203733,0.02108924016356468,0.0218981,0.0174405,0.018637000024318694,0.0211558,0.0183347,0.019431640207767487,0.0210085,0.0184228,0.01894533969461918,0.0192466,0.0206737,0.020971280336380006,0.0210921,,,,0.2621381,0.2625730991363525,0.2629063,,,,,,,0.068923,0.0691830188035965,0.069528095,,,,,,,0.0679635,0.06825896054506302,0.0685148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29120338,0.2921089768409729,0.2934464,,,,,,,0.084639,0.0850241795182228,0.0857954,,,,,,,0.0826877,0.0830768421292305,0.0838302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50113493,0.5024105429649353,0.50342596,,,,,,,0.1662421,0.16670991778373717,0.16761,,,,,,,0.16834551,0.16878584027290344,0.16939169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21668209,0.21749785542488098,0.2189867,,,,,,,0.0603417,0.060450419783592224,0.0605343,,,,,,,0.0605412,0.06062882021069527,0.0606892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,0.7048464,0.7100694179534912,0.7158267,0.4387888,0.4406320571899414,0.4437564,0.111731,0.11378962099552155,0.1165894,0.13724129,0.14207943379878998,0.14552009,0.110768,0.1111614778637886,0.1115929,0.1004586,0.10097582191228867,0.1013037,0.1532832,0.15899614095687867,0.1674197,0.1158099,0.11659614145755767,0.1172671,0.1131334,0.11349112093448639,0.1141572,0.1126172,0.11603562086820603,0.1202169,0.0568503,0.05833416059613228,0.061459,0.0387612,0.04028492048382759,0.0427181,0.0298789,0.030434219911694527,0.0308167,0.0244077,0.024603119865059853,0.0248839,0.0205106,0.02067304030060768,0.0210227,0.0217234,0.023026120290160178,0.0243829,0.0213606,0.022997140139341354,0.0245968,0.023655,0.024720999598503112,0.0256036,,,,0.34334987,0.3450514435768127,0.3471356,,,,,,,0.081493504,0.08181084245443344,0.0823488,,,,,,,0.08595151,0.0865162417292595,0.0869048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3893263,0.3907712996006012,0.3917288,,,,,,,0.0982798,0.09867587834596633,0.0994206,,,,,,,0.102781,0.10303467810153961,0.1032896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6506607,0.6516222357749939,0.6533144,,,,,,,0.19668551,0.19940343797206878,0.2012375,,,,,,,0.20257391,0.20302100479602814,0.20365089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2860695,0.2875125646591187,0.28862098,,,,,,,0.07111289,0.07155818045139313,0.072160706,,,,,,,0.0734271,0.07355156093835831,0.073694706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,0.9165324,0.9227596521377563,0.9285938,0.5679869,0.5703318834304809,0.57197315,0.1369389,0.13846805989742278,0.1398802,0.1712774,0.17619940638542175,0.17995021,0.1358667,0.13655292093753815,0.1370755,0.1220562,0.12271119952201844,0.123479,0.1954528,0.20308125913143157,0.2101225,0.1357009,0.136352276802063,0.13683769,0.1307101,0.13109021484851838,0.13182689,0.1335536,0.13635368049144744,0.14346781,0.0676798,0.06971312016248703,0.071213104,0.0462087,0.04702871888875961,0.0476975,0.0362651,0.03671382069587707,0.0373097,0.0288329,0.029278359934687616,0.0298819,0.0239288,0.024311279878020287,0.0248654,0.0255148,0.026341620087623595,0.0275725,0.0256544,0.027114519849419594,0.0286248,0.0269115,0.0274956401437521,0.0278964,,,,0.43901289,0.44089985489845274,0.44244888,,,,,,,0.0960868,0.09691122174263,0.097393505,,,,,,,0.0975662,0.09797618091106415,0.0984767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4930881,0.4940672218799591,0.4948634,,,,,,,0.1184894,0.11861511766910553,0.1187232,,,,,,,0.118757695,0.11937003880739212,0.1198852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84484905,0.8458841204643249,0.8477621,,,,,,,0.23622769,0.2366352379322052,0.23741859,,,,,,,0.2383694,0.23931713700294494,0.24054179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3647871,0.3657261610031128,0.3667543,,,,,,,0.0855104,0.0857374206185341,0.08589791,,,,,,,0.086789295,0.08698523938655853,0.087212496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,1.1674968,1.176618266105652,1.1838441,0.7226778,0.7285887598991394,0.74067986,0.16575271,0.16908904314041137,0.17380461,0.2117585,0.21819747984409332,0.2257711,0.1627522,0.16389049887657164,0.1677432,0.14581689,0.14634357690811156,0.14707729,0.22859699,0.2422276943922043,0.2567474,0.1604511,0.1643312007188797,0.1673755,0.15436849,0.15699952244758605,0.1604702,0.1618955,0.1672763407230377,0.1833984,0.0822512,0.08560424000024795,0.0945911,0.0556951,0.05726578012108803,0.0590232,0.0438241,0.04478579983115196,0.0459911,0.0345347,0.03508836030960083,0.0356262,0.0291819,0.030063460022211073,0.0310127,0.0307838,0.03142767958343029,0.0326035,0.0302217,0.03177942000329494,0.0342295,0.0326087,0.034409639239311215,0.0387946,,,,0.5559058,0.5581441760063172,0.55984247,,,,,,,0.1142863,0.1147165596485138,0.1149815,,,,,,,0.1167217,0.11712428033351899,0.1177341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6198491,0.6275831818580627,0.63336015,,,,,,,0.1380124,0.1389765352010727,0.1399844,,,,,,,0.141562,0.14230414032936095,0.1434073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0787427,1.080492329597473,1.081862,,,,,,,0.2817122,0.2827863276004791,0.2839446,,,,,,,0.2870712,0.2878974139690399,0.28923878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4665576,0.4680269181728363,0.4698989,,,,,,,0.10291249,0.10349271893501281,0.1042336,,,,,,,0.1042964,0.1045036792755127,0.105127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
