Size,Ver1 min,Ver1 mean,Ver1 max,Ver1½ min,Ver1½ mean,Ver1½ max,Ver2-GP min,Ver2-GP mean,Ver2-GP max,Ver2½-GP min,Ver2½-GP mean,Ver2½-GP max,Ver2½-GPX min,Ver2½-GPX mean,Ver2½-GPX max,Ver3½-GP min,Ver3½-GP mean,Ver3½-GP max,Ver3½-GPX min,Ver3½-GPX mean,Ver3½-GPX max
2000,0.031647700001485646,0.03185878000040247,0.03204860000005283,0.024668599999131402,0.024732879999282885,0.02479029999994964,0.019884300001649535,0.019928040000377224,0.01996030000009341,0.01968739999938407,0.019735399999990477,0.01978130000134115,0.021205600000030245,0.02143236000010802,0.022062699999878532,0.021379800000431715,0.021508859999812557,0.021868099998755497,0.024400000000241562,0.024509820000093895,0.02470739999989746
2050,0.03720699999939825,0.03750347999994119,0.0377478999998857,0.028919500000483822,0.02953194000001531,0.03015919999961625,0.02266360000066925,0.022750960000121268,0.022913500000868225,0.02259079999930691,0.022645819999888774,0.02272830000038084,0.024210800000219024,0.02429202000021178,0.02440270000079181,0.024462499999572174,0.024549100000149336,0.02461360000052082,0.02787460000035935,0.027945479999834787,0.028033499998855405
2100,0.04303590000017721,0.04335947999934433,0.04427129999930912,0.03320569999959844,0.033265019999817014,0.03334960000029241,0.025707900000270456,0.025796340000306374,0.025870800000120653,0.02556390000063402,0.02562839999991411,0.025693300000057206,0.027175100000022212,0.02725873999988835,0.02742460000081337,0.027433300001575844,0.027684180000142077,0.028400600000168197,0.03101079999942158,0.031160660000386996,0.0314488000003621
2150,0.05072190000100818,0.051265840000269236,0.051894399999582674,0.03893720000087342,0.03931224000007205,0.03962449999926321,0.029306099999303115,0.029482940000161762,0.029658800000106567,0.029146499999114894,0.029248299999380833,0.029321199999685632,0.030924700000468874,0.031156640000699554,0.03136799999992945,0.030678299999635783,0.030851699999766426,0.030963600000177394,0.034684399999605375,0.03494581999984803,0.03545690000100876
2200,0.06103080000139016,0.06127862000030291,0.06156410000039614,0.047048000000359025,0.04739788000006229,0.047916400000758586,0.03321280000091065,0.033342980000088576,0.033505900000818656,0.03316310000082012,0.03322031999996398,0.03326329999981681,0.03516409999974712,0.03522761999956856,0.035289799998281524,0.034914600000774954,0.03508981999984826,0.03559569999924861,0.03925370000069961,0.03943351999987499,0.0395834000009927
2250,0.07439859999976761,0.07659186000018962,0.0791626999998698,0.05762900000081572,0.05852948000028846,0.0604313000003458,0.03860359999998764,0.039274719999957595,0.040892600000006496,0.03857640000023821,0.03935480000000098,0.041090900000199326,0.03998859999956039,0.04015508000011323,0.040310099999260274,0.040432999998301966,0.04092631999992591,0.042291099998692516,0.04489789999934146,0.04578112000017427,0.04814249999981257
2300,0.08703400000013062,0.0872213599999668,0.08744060000026366,0.06700749999981781,0.06710626000058255,0.06726640000124462,0.04347120000056748,0.04407475999978487,0.045912999999927706,0.04339650000110851,0.04372180000027583,0.04403880000063509,0.04524870000022929,0.045446819999779106,0.04553939999823342,0.04576470000029076,0.04591050000017276,0.0461025000004156,0.05081330000029993,0.05090340000060678,0.05104410000058124
2350,0.1048676999998861,0.10578415999989374,0.10641519999990123,0.08127340000100958,0.08174171999999089,0.08246490000055928,0.051175999999031774,0.0513915999999881,0.05190519999996468,0.051139100000000326,0.05137940000058734,0.051593900001535076,0.05279610000070534,0.052994179999950576,0.05326909999894269,0.05326720000084606,0.05349205999991682,0.05382840000129363,0.05877860000146029,0.059122320000096804,0.05938579999929061
2400,0.12780729999940377,0.1285866800000804,0.129387000000861,0.09790160000011383,0.09831770000018877,0.09900110000126006,0.059278500000800705,0.05957356000035361,0.059825000000273576,0.05933250000089174,0.05951684000028763,0.05979470000056608,0.059953400001177215,0.06018672000027436,0.06033999999999651,0.06109460000152467,0.06140521999986959,0.062130700000125216,0.06649400000060268,0.06682189999955881,0.06770030000006955
2450,0.15266709999923478,0.15419694000011078,0.15514059999986785,0.1172655999998824,0.11778383999990183,0.1186039999993227,0.06879689999914262,0.06936418000041158,0.07020350000129838,0.06912519999968936,0.06924612000002525,0.06942770000023302,0.06976320000103442,0.07004813999956241,0.07014559999879566,0.07055010000112816,0.07107064000047103,0.07163480000053823,0.07645740000043588,0.07685921999982384,0.07797049999862793
2500,0.1809601000004477,0.1823824200000672,0.1841284000001906,0.13867819999904896,0.13941217999963557,0.14103740000064136,0.077889199999845,0.07863600000055157,0.07995409999966796,0.0780823999994027,0.07834149999980582,0.07895310000094469,0.07835299999896961,0.07866381999956502,0.0789654000000155,0.07975400000032096,0.07999784000021463,0.08035050000034971,0.08610550000048534,0.08840768000009121,0.09463859999959823
2550,0.22358030000032159,0.22471024000005854,0.2258745999988605,0.16899939999893832,0.16968984000013734,0.17036340000049677,0.09002740000141785,0.09048734000061813,0.09091760000046634,0.0902178999986063,0.09116799999974319,0.09200670000063838,0.08936290000019653,0.08972450000001117,0.09003239999947255,0.09254679999867221,0.09310737999985577,0.09396360000027926,0.0993237999991834,0.10010514000023249,0.1017427000006137
2600,0.26846329999898444,0.2697124000002077,0.2718944000007468,0.20202819999940402,0.20262213999958475,0.20402519999879587,0.10479309999936959,0.10497712000033062,0.10512410000046657,0.10538649999944028,0.10550700000021607,0.10582970000177738,0.10313180000048305,0.10333728000005067,0.10371040000063658,0.1066618999993807,0.10686919999934616,0.10704509999959555,0.1130008000000089,0.11312441999980365,0.11336689999916416
2650,0.32816660000025877,0.3318186399999831,0.33539849999942817,0.25005529999907594,0.25105640000037965,0.2525364000011905,0.12220609999894805,0.1224941199994646,0.12309189999905357,0.1226714999993419,0.12558194000012007,0.13507960000060848,0.11957210000036866,0.12034630000016477,0.12191070000153559,0.1240840999998909,0.12468327999959002,0.12551089999942633,0.13046010000107344,0.13109882000026118,0.13296170000103302
2700,0.3923348000007536,0.39776577999982693,0.4032642999991367,0.29344440000022587,0.29750396000054025,0.3013136999998096,0.141294499999276,0.14228221999983362,0.14359420000073442,0.14134489999923971,0.14359769999937272,0.15223189999960596,0.1386848000001919,0.13979438000023947,0.14364539999951376,0.14295040000070003,0.14456736000029197,0.14716070000031323,0.15086110000083863,0.1515919400000712,0.15256310000040685
2750,0.49922780000088096,0.5020945800006302,0.5036138000014034,0.37344650000159163,0.374523340000087,0.3759804000001168,0.17014150000068184,0.17060278000026302,0.17114020000008168,0.17080350000105682,0.17166691999991598,0.17236309999861987,0.16514640000059444,0.16596654000022681,0.16676660000121046,0.16908539999894856,0.16967555999981415,0.17034980000062205,0.17550950000077137,0.17616053999990983,0.17685259999962
2800,0.623603699999876,0.6289581800003361,0.6419473999994807,0.4630395000003773,0.4650859400000627,0.4670057999992423,0.19644490000064252,0.19740569999994478,0.19853149999835296,0.19689870000001974,0.19760501999953703,0.19825999999920896,0.18606509999881382,0.1871973599994817,0.18811789999926987,0.19673869999860472,0.19877383999955783,0.20339479999893229,0.20211700000072597,0.2036432600005355,0.20662730000003648
2850,0.8299224000002141,0.8344374000000243,0.8439001000006101,0.6229614000003494,0.6260049399996206,0.6321129000007204,0.23162159999992582,0.23286145999991276,0.23498060000019905,0.23185790000025008,0.23392776000000595,0.23672889999943436,0.22034160000112024,0.22154937999985122,0.2224700999995548,0.2343488000005891,0.23513290000046255,0.2359137000003102,0.2364886999985174,0.23763581999955932,0.23997439999948256
2900,1.0877788999987388,1.0930337599998894,1.105298499998753,0.8101337999996758,0.8119763800001237,0.8160365000003367,0.27358730000014475,0.27465850000007774,0.27715449999959674,0.2740665999990597,0.27558772000011234,0.2771274999995512,0.25714999999945576,0.25811897999956274,0.259285699999964,0.27682610000010754,0.2780921999994462,0.28077809999922465,0.27489710000008927,0.27792028000039865,0.28290220000053523
2950,1.4116840999995475,1.421157179999136,1.4350457999989885,1.0393729000006715,1.0418582800000877,1.0434716999989178,0.3281331999987742,0.3296383600001718,0.33170960000097693,0.3292316999995819,0.33068830000011074,0.331420700000308,0.3068277999991551,0.30744723999960116,0.30832079999890993,0.33320090000052005,0.33474666000038267,0.3356891000003088,0.3276949000010063,0.32918708000033803,0.33032360000106564
3000,1.768460999999661,1.7735359199999947,1.7871529000003648,1.3059771000007458,1.3093522800001665,1.3143531000005169,0.3914542000002257,0.39381544000025315,0.3983509999998205,0.39232609999999113,0.39344686000004003,0.3961384999984148,0.36031659999935073,0.3623151200001303,0.3640330000016547,0.39763010000024224,0.3983588200000668,0.40026989999932994,0.3891069000001153,0.39002675999981873,0.3911867999995593
